concept,category,question,label,predicted,correct
sweater,clothing,Is a sweater a clothing? Answer only in yes or no.,Yes,yes,True
sweater,footwear,Is a sweater a footwear? Answer only in yes or no.,No,yes,False
sweatsuit,clothing,Is a sweatsuit a clothing? Answer only in yes or no.,Yes,yes,True
sweatsuit,jewelry,Is a sweatsuit a jewelry? Answer only in yes or no.,No,yes,False
sweet_potato,food,Is a sweet potato a food? Answer only in yes or no.,Yes,yes,True
sweet_potato,condiment,Is a sweet potato a condiment? Answer only in yes or no.,No,yes,False
sweet_potato,vegetable,Is a sweet potato a vegetable? Answer only in yes or no.,Yes,yes,True
sweet_potato,plant,Is a sweet potato a plant? Answer only in yes or no.,No,yes,False
swimming_pool,container,Is a swimming pool a container? Answer only in yes or no.,Yes,yes,True
swimming_pool,seafood,Is a swimming pool a seafood? Answer only in yes or no.,No,yes,False
swimsuit,clothing,Is a swimsuit a clothing? Answer only in yes or no.,Yes,yes,True
swimsuit,women's clothing,Is a swimsuit a women's clothing? Answer only in yes or no.,No,yes,False
switch,hardware,Is a switch a hardware? Answer only in yes or no.,Yes,yes,True
switch,vegetable,Is a switch a vegetable? Answer only in yes or no.,No,yes,False
sword,weapon,Is a sword a weapon? Answer only in yes or no.,Yes,yes,True
sword,body part,Is a sword a body part? Answer only in yes or no.,No,yes,False
swordfish,seafood,Is a swordfish a seafood? Answer only in yes or no.,Yes,yes,True
swordfish,clothing,Is a swordfish a clothing? Answer only in yes or no.,No,yes,False
swordfish,food,Is a swordfish a food? Answer only in yes or no.,Yes,yes,True
swordfish,construction equipment,Is a swordfish a construction equipment? Answer only in yes or no.,No,yes,False
swordfish,animal,Is a swordfish an animal? Answer only in yes or no.,Yes,yes,True
swordfish,home decor,Is a swordfish a home decor? Answer only in yes or no.,No,yes,False
swordfish,sea animal,Is a swordfish a sea animal? Answer only in yes or no.,Yes,yes,True
swordfish,drink,Is a swordfish a drink? Answer only in yes or no.,No,yes,False
syringe,medical equipment,Is a syringe a medical equipment? Answer only in yes or no.,Yes,yes,True
syringe,candy,Is a syringe a candy? Answer only in yes or no.,No,yes,False
syringe,scientific equipment,Is a syringe a scientific equipment? Answer only in yes or no.,Yes,yes,True
syringe,watercraft,Is a syringe a watercraft? Answer only in yes or no.,No,yes,False
syringe,container,Is a syringe a container? Answer only in yes or no.,Yes,yes,True
syringe,hardware,Is a syringe a hardware? Answer only in yes or no.,No,yes,False
t-shirt,clothing,Is a t-shirt a clothing? Answer only in yes or no.,Yes,yes,True
t-shirt,electronic device,Is a t-shirt an electronic device? Answer only in yes or no.,No,yes,False
table,furniture,Is a table a furniture? Answer only in yes or no.,Yes,yes,True
table,vegetable,Is a table a vegetable? Answer only in yes or no.,No,yes,False
tablet,electronic device,Is a tablet an electronic device? Answer only in yes or no.,Yes,yes,True
tablet,safety equipment,Is a tablet a safety equipment? Answer only in yes or no.,No,yes,False
taco,food,Is a taco a food? Answer only in yes or no.,Yes,yes,True
taco,bird,Is a taco a bird? Answer only in yes or no.,No,yes,False
tadpole,animal,Is a tadpole an animal? Answer only in yes or no.,Yes,yes,True
tadpole,body part,Is a tadpole a body part? Answer only in yes or no.,No,yes,False
taffy,food,Is a taffy a food? Answer only in yes or no.,Yes,yes,True
taffy,arts and crafts supply,Is a taffy an arts and crafts supply? Answer only in yes or no.,No,yes,False
taffy,candy,Is a taffy a candy? Answer only in yes or no.,Yes,yes,True
taffy,safety equipment,Is a taffy a safety equipment? Answer only in yes or no.,No,yes,False
taillight,lighting,Is a taillight a lighting? Answer only in yes or no.,Yes,yes,True
taillight,arts and crafts supply,Is a taillight an arts and crafts supply? Answer only in yes or no.,No,yes,False
taillight,part of car,Is a taillight a part of car? Answer only in yes or no.,Yes,yes,True
taillight,farm animal,Is a taillight a farm animal? Answer only in yes or no.,No,yes,False
tamale,food,Is a tamale a food? Answer only in yes or no.,Yes,yes,True
tamale,lighting,Is a tamale a lighting? Answer only in yes or no.,No,yes,False
tambourine,musical instrument,Is a tambourine a musical instrument? Answer only in yes or no.,Yes,yes,True
tambourine,plant,Is a tambourine a plant? Answer only in yes or no.,No,yes,False
tape,arts and crafts supply,Is a tape an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
tape,vehicle,Is a tape a vehicle? Answer only in yes or no.,No,yes,False
tape,office supply,Is a tape an office supply? Answer only in yes or no.,Yes,yes,True
tape,toy,Is a tape a toy? Answer only in yes or no.,No,yes,False
tape,fastener,Is a tape a fastener? Answer only in yes or no.,Yes,yes,True
tape,vegetable,Is a tape a vegetable? Answer only in yes or no.,No,yes,False
tape_measure,tool,Is a tape measure a tool? Answer only in yes or no.,Yes,yes,True
tape_measure,bird,Is a tape measure a bird? Answer only in yes or no.,No,yes,False
tape_measure,scientific equipment,Is a tape measure a scientific equipment? Answer only in yes or no.,Yes,yes,True
tape_measure,vegetable,Is a tape measure a vegetable? Answer only in yes or no.,No,yes,False
tape_recorder,electronic device,Is a tape recorder an electronic device? Answer only in yes or no.,Yes,yes,True
tape_recorder,bird,Is a tape recorder a bird? Answer only in yes or no.,No,yes,False
tarantula,animal,Is a tarantula an animal? Answer only in yes or no.,Yes,yes,True
tarantula,safety equipment,Is a tarantula a safety equipment? Answer only in yes or no.,No,yes,False
tarp,construction equipment,Is a tarp a construction equipment? Answer only in yes or no.,Yes,yes,True
tarp,container,Is a tarp a container? Answer only in yes or no.,No,yes,False
taxi,vehicle,Is a taxi a vehicle? Answer only in yes or no.,Yes,yes,True
taxi,safety equipment,Is a taxi a safety equipment? Answer only in yes or no.,No,yes,False
tea,drink,Is a tea a drink? Answer only in yes or no.,Yes,yes,True
tea,sea animal,Is a tea a sea animal? Answer only in yes or no.,No,yes,False
teacup,container,Is a teacup a container? Answer only in yes or no.,Yes,yes,True
teacup,jewelry,Is a teacup a jewelry? Answer only in yes or no.,No,yes,False
teapot,container,Is a teapot a container? Answer only in yes or no.,Yes,yes,True
teapot,watercraft,Is a teapot a watercraft? Answer only in yes or no.,No,yes,False
teddy_bear,toy,Is a teddy bear a toy? Answer only in yes or no.,Yes,yes,True
teddy_bear,safety equipment,Is a teddy bear a safety equipment? Answer only in yes or no.,No,yes,False
tee,sports equipment,Is a tee a sports equipment? Answer only in yes or no.,Yes,yes,True
tee,scientific equipment,Is a tee a scientific equipment? Answer only in yes or no.,No,yes,False
telescope,scientific equipment,Is a telescope a scientific equipment? Answer only in yes or no.,Yes,yes,True
telescope,home decor,Is a telescope a home decor? Answer only in yes or no.,No,yes,False
television,electronic device,Is a television an electronic device? Answer only in yes or no.,Yes,yes,True
television,garden tool,Is a television a garden tool? Answer only in yes or no.,No,yes,False
television,home appliance,Is a television a home appliance? Answer only in yes or no.,Yes,yes,True
television,insect,Is a television an insect? Answer only in yes or no.,No,yes,False
tennis_ball,sports equipment,Is a tennis ball a sports equipment? Answer only in yes or no.,Yes,yes,True
tennis_ball,office supply,Is a tennis ball an office supply? Answer only in yes or no.,No,yes,False
tent,container,Is a tent a container? Answer only in yes or no.,Yes,yes,True
tent,condiment,Is a tent a condiment? Answer only in yes or no.,No,yes,False
terrarium,home decor,Is a terrarium a home decor? Answer only in yes or no.,Yes,yes,True
terrarium,lighting,Is a terrarium a lighting? Answer only in yes or no.,No,yes,False
terrarium,container,Is a terrarium a container? Answer only in yes or no.,Yes,yes,True
terrarium,outerwear,Is a terrarium an outerwear? Answer only in yes or no.,No,yes,False
test_tube,scientific equipment,Is a test tube a scientific equipment? Answer only in yes or no.,Yes,yes,True
test_tube,breakfast food,Is a test tube a breakfast food? Answer only in yes or no.,No,yes,False
test_tube,container,Is a test tube a container? Answer only in yes or no.,Yes,yes,True
test_tube,electronic device,Is a test tube an electronic device? Answer only in yes or no.,No,yes,False
thermometer,scientific equipment,Is a thermometer a scientific equipment? Answer only in yes or no.,Yes,yes,True
thermometer,arts and crafts supply,Is a thermometer an arts and crafts supply? Answer only in yes or no.,No,yes,False
thermometer,hardware,Is a thermometer a hardware? Answer only in yes or no.,Yes,yes,True
thermometer,breakfast food,Is a thermometer a breakfast food? Answer only in yes or no.,No,yes,False
thermos,container,Is a thermos a container? Answer only in yes or no.,Yes,yes,True
thermos,clothing accessory,Is a thermos a clothing accessory? Answer only in yes or no.,No,yes,False
thermostat,home appliance,Is a thermostat a home appliance? Answer only in yes or no.,Yes,yes,True
thermostat,headwear,Is a thermostat a headwear? Answer only in yes or no.,No,yes,False
thimble,arts and crafts supply,Is a thimble an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
thimble,scientific equipment,Is a thimble a scientific equipment? Answer only in yes or no.,No,yes,False
throne,furniture,Is a throne a furniture? Answer only in yes or no.,Yes,yes,True
throne,clothing accessory,Is a throne a clothing accessory? Answer only in yes or no.,No,yes,False
thumbtack,office supply,Is a thumbtack an office supply? Answer only in yes or no.,Yes,yes,True
thumbtack,school supply,Is a thumbtack a school supply? Answer only in yes or no.,No,yes,False
thumbtack,fastener,Is a thumbtack a fastener? Answer only in yes or no.,Yes,yes,True
thumbtack,women's clothing,Is a thumbtack a women's clothing? Answer only in yes or no.,No,yes,False
tiara,headwear,Is a tiara a headwear? Answer only in yes or no.,Yes,yes,True
tiara,kitchen tool,Is a tiara a kitchen tool? Answer only in yes or no.,No,yes,False
tiara,women's clothing,Is a tiara a women's clothing? Answer only in yes or no.,Yes,yes,True
tiara,fruit,Is a tiara a fruit? Answer only in yes or no.,No,yes,False
tiara,clothing,Is a tiara a clothing? Answer only in yes or no.,Yes,yes,True
tiara,office supply,Is a tiara an office supply? Answer only in yes or no.,No,yes,False
tiara,jewelry,Is a tiara a jewelry? Answer only in yes or no.,Yes,yes,True
tiara,food,Is a tiara a food? Answer only in yes or no.,No,yes,False
tie,clothing accessory,Is a tie a clothing accessory? Answer only in yes or no.,Yes,yes,True
tie,jewelry,Is a tie a jewelry? Answer only in yes or no.,No,yes,False
tie,clothing,Is a tie a clothing? Answer only in yes or no.,Yes,yes,True
tie,office supply,Is a tie an office supply? Answer only in yes or no.,No,yes,False
tiger,mammal,Is a tiger a mammal? Answer only in yes or no.,Yes,yes,True
tiger,insect,Is a tiger an insect? Answer only in yes or no.,No,yes,False
tiger,animal,Is a tiger an animal? Answer only in yes or no.,Yes,yes,True
tiger,office supply,Is a tiger an office supply? Answer only in yes or no.,No,yes,False
timer,scientific equipment,Is a timer a scientific equipment? Answer only in yes or no.,Yes,yes,True
timer,farm animal,Is a timer a farm animal? Answer only in yes or no.,No,yes,False
timer,kitchen tool,Is a timer a kitchen tool? Answer only in yes or no.,Yes,yes,True
timer,food,Is a timer a food? Answer only in yes or no.,No,yes,False
toad,animal,Is a toad an animal? Answer only in yes or no.,Yes,yes,True
toad,kitchen appliance,Is a toad a kitchen appliance? Answer only in yes or no.,No,yes,False
toast,food,Is a toast a food? Answer only in yes or no.,Yes,yes,True
toast,arts and crafts supply,Is a toast an arts and crafts supply? Answer only in yes or no.,No,yes,False
toast,breakfast food,Is a toast a breakfast food? Answer only in yes or no.,Yes,yes,True
toast,home appliance,Is a toast a home appliance? Answer only in yes or no.,No,yes,False
toaster,kitchen appliance,Is a toaster a kitchen appliance? Answer only in yes or no.,Yes,yes,True
toaster,bird,Is a toaster a bird? Answer only in yes or no.,No,yes,False
toaster,electronic device,Is a toaster an electronic device? Answer only in yes or no.,Yes,yes,True
toaster,condiment,Is a toaster a condiment? Answer only in yes or no.,No,yes,False
toaster,home appliance,Is a toaster a home appliance? Answer only in yes or no.,Yes,yes,True
toaster,tool,Is a toaster a tool? Answer only in yes or no.,No,yes,False
toaster_oven,kitchen appliance,Is a toaster oven a kitchen appliance? Answer only in yes or no.,Yes,yes,True
toaster_oven,fruit,Is a toaster oven a fruit? Answer only in yes or no.,No,yes,False
toaster_oven,electronic device,Is a toaster oven an electronic device? Answer only in yes or no.,Yes,yes,True
toaster_oven,fruit,Is a toaster oven a fruit? Answer only in yes or no.,No,yes,False
toaster_oven,home appliance,Is a toaster oven a home appliance? Answer only in yes or no.,Yes,yes,True
toaster_oven,breakfast food,Is a toaster oven a breakfast food? Answer only in yes or no.,No,yes,False
toga,clothing,Is a toga a clothing? Answer only in yes or no.,Yes,yes,True
toga,outerwear,Is a toga an outerwear? Answer only in yes or no.,No,yes,False
toilet_paper,personal hygiene item,Is a toilet paper a personal hygiene item? Answer only in yes or no.,Yes,yes,True
toilet_paper,candy,Is a toilet paper a candy? Answer only in yes or no.,No,yes,False
tomato,food,Is a tomato a food? Answer only in yes or no.,Yes,yes,True
tomato,arts and crafts supply,Is a tomato an arts and crafts supply? Answer only in yes or no.,No,yes,False
tomato,vegetable,Is a tomato a vegetable? Answer only in yes or no.,Yes,yes,True
tomato,drink,Is a tomato a drink? Answer only in yes or no.,No,yes,False
tomato,fruit,Is a tomato a fruit? Answer only in yes or no.,Yes,yes,True
tomato,fastener,Is a tomato a fastener? Answer only in yes or no.,No,yes,False
tomato_sauce,food,Is a tomato sauce a food? Answer only in yes or no.,Yes,yes,True
tomato_sauce,watercraft,Is a tomato sauce a watercraft? Answer only in yes or no.,No,yes,False
tongs,tool,Is a tongs a tool? Answer only in yes or no.,Yes,yes,True
tongs,hardware,Is a tongs a hardware? Answer only in yes or no.,No,yes,False
tongs,scientific equipment,Is a tongs a scientific equipment? Answer only in yes or no.,Yes,yes,True
tongs,fastener,Is a tongs a fastener? Answer only in yes or no.,No,yes,False
tongs,kitchen tool,Is a tongs a kitchen tool? Answer only in yes or no.,Yes,yes,True
tongs,school supply,Is a tongs a school supply? Answer only in yes or no.,No,yes,False
